,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,sentence,annotation,idiom,usage,variant,pos_tags,complete,text,label
1623,1623,58,66,"Oh, no oh no it's not like that, it's a proper model agency in er, in Nottingham, it, it sounds above board, well I 've heard of the, the lass that's running it actually, she's an ex page three girl, she's er very good, you know, from what I 've heard it's erm, it's a reputable agency and er, yeah the ones of the sharks doing that, but er, she ain't one of them thing is she doe she",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,above board,figurative,identical,INTJ INTJ INTJ INTJ PRON ADV ADP DET PRON DET ADJ NOUN NOUN ADP INTJ ADP PROPN PRON PRON VERB ADP NOUN INTJ PRON VERB VERB ADP DET DET NOUN ADJ VERB PRON ADV PRON DET NUM NOUN NUM NOUN PRON INTJ ADV ADJ PRON VERB ADP NOUN PRON VERB VERB PRON NOUN PRON DET ADJ NOUN CCONJ INTJ INTJ DET NOUN ADP DET NOUN VERB DET CCONJ INTJ PRON VERB NUM ADP PRON NOUN VERB PRON VERB PRON,1,"Oh, no oh no it's not like that, it's a proper model agency in er, in Nottingham, it, it sounds  above board,  well I 've heard of the, the lass that's running it actually, she's an ex page three girl, she's er very good, you know, from what I 've heard it's erm, it's a reputable agency and er, yeah the ones of the sharks doing that, but er, she ain't one of them thing is she doe she",True
1624,1624,101,109,"The immediate effect of the revenue enhancement however, brought with it a more than proportionate increase in costs across the board and a surplus deflated by approximately £ 100,000.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0,across the board,figurative,identical,DET ADJ NOUN ADP DET NOUN NOUN ADV VERB ADP PRON DET ADJ ADP NOUN NOUN ADP NOUN ADP DET NOUN CCONJ DET NOUN VERB ADP ADV SYM NUM,1,"The immediate effect of the revenue enhancement however, brought with it a more than proportionate increase in costs  across the board  and a surplus deflated by approximately £ 100,000.",True
1625,1625,25934,38810,I 've seen her laugh but I think she's taking the piss.,0 0 0 0 0 0 0 0 0 1 0 1,take the piss,figurative,inflection,PRON VERB VERB PRON NOUN CCONJ PRON VERB PRON VERB DET NOUN,1,I 've seen her laugh but I think she's  taking the piss. ,True
1626,1626,102,110,The opposition candidate won a sweeping victory with a mandate for democracy and a fresh start across the board.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1,across the board,figurative,identical,DET NOUN NOUN VERB DET ADJ NOUN ADP DET NOUN ADP NOUN CCONJ DET ADJ NOUN ADP DET NOUN,1,The opposition candidate won a sweeping victory with a mandate for democracy and a fresh start  across the board. ,True
1627,1627,20596,31029,"Sonically, this little machine packs a real punch, has a very commendable number and variety of sounds, and is a very modern - sounding drum box.",0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,pack a punch,figurative,combined-inflection,ADV DET ADJ NOUN VERB DET ADJ NOUN VERB DET ADV ADJ NOUN CCONJ NOUN ADP NOUN CCONJ VERB DET ADV ADV PUNCT VERB NOUN NOUN,1,"Sonically, this little machine  packs a real punch,  has a very commendable number and variety of sounds, and is a very modern - sounding drum box.",True
1628,1628,13291,20178,"Mentioning Tolkien in the same breath with Shakespeare will seem to many rash, even perverse.",0 0 1 0 1 1 0 0 0 0 0 0 0 0 0,in the same breath,figurative,identical,VERB PROPN ADP DET ADJ NOUN ADP PROPN VERB VERB ADP ADJ NOUN ADV ADJ,1,"Mentioning Tolkien  in the same breath  with Shakespeare will seem to many rash, even perverse.",True
1629,1629,27945,41535,Turning the tables : Shelley Saxon ( left ) and Prue Stopford,1 0 1 0 0 0 0 0 0 0 0 0,turn the tables,figurative,combined-inflection,VERB DET NOUN PUNCT PROPN PROPN PUNCT PROPN PUNCT CCONJ PROPN PROPN,1, Turning the tables  : Shelley Saxon ( left ) and Prue Stopford,True
1630,1630,25760,38636,So you take the bull by the horns or you don't!,0 0 1 0 1 1 0 1 0 0 0,take the bull by the horns,figurative,identical,ADV PRON VERB DET NOUN ADP DET NOUN CCONJ PRON VERB,1,So you  take the bull by the horns  or you don't!,True
1631,1631,12669,19517,"In the long term, yes, but what we 're currently doing as part of the assessment of the Finmere application is just checking the resources that do exist in those four areas, to, to make sure that we 're still able to meet our targets.",1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,in the long term,figurative,case,ADP DET ADJ NOUN INTJ CCONJ NOUN PRON VERB ADV VERB ADP NOUN ADP DET NOUN ADP DET PROPN NOUN VERB ADV VERB DET NOUN ADJ VERB VERB ADP DET NUM NOUN ADP PART VERB ADJ ADP PRON VERB ADV ADJ PART VERB ADJ NOUN,1," In the long term,  yes, but what we 're currently doing as part of the assessment of the Finmere application is just checking the resources that do exist in those four areas, to, to make sure that we 're still able to meet our targets.",True
1632,1632,15600,23872,"At last, he spoke, and asked when Davide was expected, for he was about to receive his marching orders, and he was hoping that her brother would be back as expected, for the summer holidays from the university, so that they could meet before he left.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,marching orders,figurative,identical,ADP ADV PRON VERB CCONJ VERB ADV PROPN VERB VERB ADP PRON VERB ADJ PART VERB ADJ NOUN NOUN CCONJ PRON VERB VERB ADP ADJ NOUN VERB VERB ADV ADP VERB ADP DET NOUN NOUN ADP DET NOUN ADP ADP PRON VERB VERB ADP PRON VERB,1,"At last, he spoke, and asked when Davide was expected, for he was about to receive his  marching orders,  and he was hoping that her brother would be back as expected, for the summer holidays from the university, so that they could meet before he left.",True
1633,1633,24461,36501,Davies speaks volumes Robert Armstrong on the biography destined to be a rugby union classic.,0 1 1 0 0 0 0 0 0 0 0 0 0 0 0,speak volumes,figurative,inflection,NOUN VERB NOUN PROPN PROPN ADP DET NOUN VERB PART VERB DET NOUN NOUN ADJ,1,Davies  speaks volumes  Robert Armstrong on the biography destined to be a rugby union classic.,True
1634,1634,22810,34034,"Round the bend, out to lunch.",1 0 1 0 0 0,round the bend,figurative,case,ADP DET NOUN ADV ADP NOUN,1," Round the bend,  out to lunch.",True
1635,1635,27601,41028,"The government also orders, or turns a blind eye to, more violent methods of keeping opponents quiet.",0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0,turn a blind eye,figurative,inflection,DET NOUN ADV VERB CCONJ VERB DET ADJ NOUN ADP ADV ADJ NOUN ADP VERB NOUN ADJ,1,"The government also orders, or  turns a blind eye  to, more violent methods of keeping opponents quiet.",True
1636,1636,3838,5780,"He made a shortened door, while Selwyn chewed the fat with Stapleton.",0 0 0 0 0 0 0 1 0 1 0 0,chew the fat,figurative,inflection,PRON VERB DET VERB NOUN ADP PROPN VERB DET NOUN ADP PROPN,1,"He made a shortened door, while Selwyn  chewed the fat  with Stapleton.",True
1637,1637,15299,23334,"The lenders, whose objects were left in embarrassing limbo when the show made museum history and went bankrupt a month early, may have asked themselves whether they would have been prepared to lend had it not been held at the V&A, and, in fact, it was the V&A which was left with the unbudgeted task of getting the exhibits back to the owners.",0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,make history,figurative,combined-inflection,DET NOUN ADJ NOUN VERB VERB ADP ADJ NOUN ADV DET NOUN VERB NOUN NOUN CCONJ VERB ADJ DET NOUN ADV VERB VERB VERB PRON ADP PRON VERB VERB VERB VERB PART VERB VERB PRON ADV VERB VERB ADP DET PROPN CCONJ ADP NOUN PRON VERB DET PROPN ADJ VERB VERB ADP DET ADJ NOUN ADP VERB DET NOUN ADV ADP DET NOUN,1,"The lenders, whose objects were left in embarrassing limbo when the show  made museum history  and went bankrupt a month early, may have asked themselves whether they would have been prepared to lend had it not been held at the V&A, and, in fact, it was the V&A which was left with the unbudgeted task of getting the exhibits back to the owners.",True
1638,1638,25728,38604,Political chaos was having the effect of making Elisabeth and Daniel take stock and order their time on the island particularly efficiently.,0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0,take stock,figurative,identical,ADJ NOUN VERB VERB DET NOUN ADP VERB PROPN CCONJ PROPN VERB NOUN CCONJ VERB ADJ NOUN ADP DET NOUN ADV ADV,1,Political chaos was having the effect of making Elisabeth and Daniel  take stock  and order their time on the island particularly efficiently.,True
1639,1639,1005,1342,Many rabbits spend all their lives in the same place and never run more than a hundred yards at a stretch.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1,at a stretch,figurative,identical,ADJ NOUN VERB DET ADJ NOUN ADP DET ADJ NOUN CCONJ ADV VERB ADJ ADP DET NUM NOUN ADP DET NOUN,1,Many rabbits spend all their lives in the same place and never run more than a hundred yards  at a stretch. ,True
1640,1640,3412,5143,"British trade union leaders were, it seemed, being called upon to pay the piper when they were not even being allowed to call the tune.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1,call the tune,figurative,identical,ADJ NOUN NOUN NOUN VERB PRON VERB VERB VERB ADP PART VERB DET NOUN ADV PRON VERB ADV ADV VERB VERB PART VERB DET NOUN,1,"British trade union leaders were, it seemed, being called upon to pay the piper when they were not even being allowed to  call the tune. ",True
1641,1641,9917,15559,"Ernest had an eye for detail, and Undertown displays this to the hilt.",0 1 0 1 1 0 0 0 0 0 0 0 0,have an eye for,figurative,inflection,PROPN VERB DET NOUN ADP NOUN CCONJ PROPN VERB DET ADP DET NOUN,1,"Ernest  had an eye for  detail, and Undertown displays this to the hilt.",True
1642,1642,10849,17046,"She found it easier to live in a faint fog, at one remove from what most people called reality.",0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0,in a fog,figurative,insertion-other,PRON VERB PRON ADJ PART VERB ADP DET ADJ NOUN ADP NUM NOUN ADP NOUN ADJ NOUN VERB NOUN,1,"She found it easier to live  in a faint fog,  at one remove from what most people called reality.",True
1643,1643,4623,7453,"Water takes thousands of years to filter through the ancient limestone of the Peak District, acquiring a natural balance of minerals, and emerges crystal clear and totally pure.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0,crystal clear,figurative,identical,NOUN VERB NOUN ADP NOUN PART VERB ADP DET ADJ NOUN ADP DET PROPN PROPN VERB DET ADJ NOUN ADP NOUN CCONJ VERB NOUN ADJ CCONJ ADV ADJ,1,"Water takes thousands of years to filter through the ancient limestone of the Peak District, acquiring a natural balance of minerals, and emerges  crystal clear  and totally pure.",True
1644,1644,25808,38684,"‘ At this present moment they are engaged in a fully comprehensive training course using the systems run by the local college, on which I took the liberty of enrolling them.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0,take the liberty,figurative,inflection,PUNCT ADP DET ADJ NOUN PRON VERB VERB ADP DET ADV ADJ NOUN NOUN VERB DET NOUN VERB ADP DET ADJ NOUN ADP ADJ PRON VERB DET NOUN ADP VERB PRON,1,"‘ At this present moment they are engaged in a fully comprehensive training course using the systems run by the local college, on which I  took the liberty  of enrolling them.",True
1645,1645,29236,43658,"But the riots were four months past, the party was at least trying to seem reasonable, and Kenya's habitual political somnolence won the day.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1,win the day,figurative,inflection,CCONJ DET NOUN VERB NUM NOUN ADJ DET NOUN VERB ADV ADJ VERB PART VERB ADJ CCONJ PROPN ADJ ADJ NOUN VERB DET NOUN,1,"But the riots were four months past, the party was at least trying to seem reasonable, and Kenya's habitual political somnolence  won the day. ",True
1646,1646,2678,4103,"Propelled forward by the shrieking aunts, who were bringing up the rear, they stumbled in, falling over the pots and pans and bumping into the dangling kettles, dropping their sacks and shouting and generally making the most satisfactory uproar imaginable.",0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,bring up the rear,figurative,inflection,VERB ADV ADP DET NOUN NOUN NOUN VERB VERB PART DET NOUN PRON VERB ADP VERB ADP DET NOUN CCONJ NOUN CCONJ VERB ADP DET ADJ NOUN VERB ADJ NOUN CCONJ NOUN CCONJ ADV VERB DET ADV ADJ NOUN ADJ,1,"Propelled forward by the shrieking aunts, who were  bringing up the rear,  they stumbled in, falling over the pots and pans and bumping into the dangling kettles, dropping their sacks and shouting and generally making the most satisfactory uproar imaginable.",True
1647,1647,9466,15047,The vehicle ground to a halt.,0 0 1 1 0 1,grind to a halt,figurative,inflection,DET NOUN NOUN ADP DET NOUN,1,The vehicle  ground to a halt. ,True
1648,1648,592,834,Old flame's tragic quest,1 1 0 0,an old flame,figurative,combined-other,ADJ NOUN ADJ NOUN,1, Old flame's  tragic quest,True
1649,1649,27746,41336,"She wanted to turn tail and run and keep on running away from him, away from what she might discover, away from what could only break her heart, yet she knew that was impossible.",0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,turn tail,figurative,identical,PRON VERB PART VERB NOUN CCONJ VERB CCONJ VERB PART VERB ADV ADP PRON ADV ADP NOUN PRON VERB VERB ADV ADP NOUN VERB ADV VERB ADJ NOUN CCONJ PRON VERB DET VERB ADJ,1,"She wanted to  turn tail  and run and keep on running away from him, away from what she might discover, away from what could only break her heart, yet she knew that was impossible.",True
1650,1650,29656,44188,"It is also worth asking if you can contact last year's customers ; there is no substitute for word - of - mouth recommendation, as the best colleges well know.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0,word of mouth,figurative,dashes,PRON VERB ADV ADJ VERB ADP PRON VERB VERB ADJ NOUN NOUN PUNCT ADV VERB DET NOUN ADP NOUN PUNCT ADP PUNCT NOUN NOUN ADP DET ADJ NOUN ADV VERB,1,"It is also worth asking if you can contact last year's customers ; there is no substitute for  word - of - mouth  recommendation, as the best colleges well know.",True
1651,1651,4906,7884,Just imagine him saying that to a reporter trying to dig up more dirt … trying to stir it up a bit.,0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0,dig up dirt,figurative,insertion-other,ADV VERB PRON VERB ADP ADP DET NOUN VERB PART VERB PART ADJ NOUN PUNCT VERB PART VERB PRON PART DET NOUN,1,Just imagine him saying that to a reporter trying to  dig up more dirt  … trying to stir it up a bit.,True
1652,1652,1850,2543,"If half the things I 've done became public, I might be behind bars now.",0 0 0 0 0 0 0 0 0 0 0 0 1 1 0,behind bars,figurative,identical,ADP ADJ DET NOUN PRON VERB VERB VERB ADJ PRON VERB VERB ADP NOUN ADV,1,"If half the things I 've done became public, I might be  behind bars  now.",True
1653,1653,190,198,It provides flexibility when across - the - board cuts have to be made for macroeconomic purposes.,0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0,across the board,figurative,dashes,PRON VERB NOUN ADV ADP PUNCT DET PUNCT NOUN NOUN VERB PART VERB VERB ADP ADJ NOUN,1,It provides flexibility when  across - the - board  cuts have to be made for macroeconomic purposes.,True
1654,1654,20905,31383,Obviously he 'd decided it was worth putting up with the foul - smelling smoke for the sake of picking Michael's experienced brain.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1,pick someone's brains,figurative,misc,ADV PRON VERB VERB PRON VERB ADJ VERB PART ADP DET ADV PUNCT VERB NOUN ADP DET NOUN ADP VERB PROPN ADJ NOUN,1,Obviously he 'd decided it was worth putting up with the foul - smelling smoke for the sake of  picking Michael's experienced brain. ,True
1655,1655,9071,14402,"The real war was waged against nettle and bramble — now there you really could persuade yourself that some malign force was at work, set upon reducing the whole place to a rank and thrusting wilderness, in which the weakest went to the wall.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1,go to the wall,figurative,inflection,DET ADJ NOUN VERB VERB ADP ADJ CCONJ ADJ PUNCT ADV ADV PRON ADV VERB VERB PRON ADP DET NOUN NOUN VERB ADP NOUN VERB ADP VERB DET ADJ NOUN ADP DET NOUN CCONJ VERB NOUN ADP ADJ DET ADV VERB ADP DET NOUN,1,"The real war was waged against nettle and bramble — now there you really could persuade yourself that some malign force was at work, set upon reducing the whole place to a rank and thrusting wilderness, in which the weakest  went to the wall. ",True
1656,1656,21507,32095,"The element of playing to the gallery is conserved in the way they portray the fight as a piece of street theatre, with the adults cheering them on from the balconies, while the girls offer silent support, as the boys defend the honour of the white community against the ‘ black invasion’.",0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,play to the gallery,figurative,inflection,DET NOUN ADP VERB ADP DET NOUN VERB VERB ADP DET NOUN PRON VERB DET NOUN ADP DET NOUN ADP NOUN NOUN ADP DET NOUN VERB PRON PART ADP DET NOUN ADP DET NOUN VERB ADJ NOUN ADP DET NOUN VERB DET NOUN ADP DET ADJ NOUN ADP DET PUNCT ADJ NOUN,1,"The element of  playing to the gallery  is conserved in the way they portray the fight as a piece of street theatre, with the adults cheering them on from the balconies, while the girls offer silent support, as the boys defend the honour of the white community against the ‘ black invasion’.",True
