,Unnamed: 0,index,label,sentence,pos,v_index
8586,8586,2977,1,"He fails to properly grasp the nature of the frontier culture, and only superficially understands the dilemma of the native people",VERB,4
36334,36334,2328,1,"To be fair, the blame for the passage of the Byrd amendment does not rest entirely with the Democrats",VERB,14
2856,2856,1737,1,"That deal, like the Minnesota Mining acquisition, was struck for purely strategic reasons; it gave Hughes 40% of the British market for military flight simulators",VERB,8
30892,30892,250,1,"Out- of- home entertainment -- such as films, sporting events, eating out, dancing, theater, shopping and amusement parks -- was a leisure- time activity for 43% of respondents. -LRB- The survey included multiple responses. -RRB-/-R",VERB,10
36998,36998,3365,1,"Economists are sticking with predictions that Britain's gross domestic product, or output of goods and services minus foreign income, will rise just 2% or 3% next year after rising about 4% this year",VERB,2
15532,15532,2456,1,"The current junior team members missed out on Minkey, which began last year, but they did benefit from Olympic profits in the form of a one- time$ 1.2 million payment disbursed by the U.S. Olympic Committee",VERB,5
19691,19691,2878,1,"As in 1913, private capital flows among the principal industrial economies are now huge relative to official reserves and to the underlying flow of commodity trade",VERB,22
30479,30479,3574,1,"That implies production slowdowns, which could result in job losses and weaker consumer spending, which in turn would cause the economy to drag its heels further",VERB,22
4341,4341,3222,1,"In Tokyo, prices were lower in moderate trading as investors stepped aside before the release of U.S. trade figures and after an early buying spree concentrated in electricals",VERB,10
34159,34159,153,1,"In his excitement, he has stumbled into hot- dog territory with naivete, which is characteristic of the big, brash and growing metropolis on the banks of Lake Michigan",VERB,5
11019,11019,934,1,"The focus on takeover issues provided market players with a chance to "" keep the juices flowing without going to sleep, "" said Edward P. Nicoski, a market analyst at Piper Jaffray& Hopwood, Minneapolis",VERB,16
36779,36779,3146,1,"In Beirut, the pro- Iranian group Jihad threatened to kill its American and French captives if any attempt was made to storm the jetliner",VERB,9
18825,18825,2012,1,"In doing so, the state is trying to use retirees as a vehicle to achieve a public- policy aim: pumping more jobs and money into its poorest region",VERB,19
16595,16595,3519,1,"The telephone companies generally have been restrained from striking out against such services because of First Amendment concerns and because, as public utilities and monopolies, telephone companies have a duty to offer services without discrimination",VERB,8
18549,18549,1736,1,But the euphoria soon evaporated,VERB,4
20844,20844,294,1,"Also, designers have worn their cachet thin by lending their names to such diverse products as sheets, luggage and cigarettes",VERB,8
6432,6432,1949,1,"With so much riding on the picture, MGM UA is playing hardball with theater owners -- as is Paramount, the Gulf& Western Inc. unit that is releasing "" Crocodile Dundee II, "" and the TriStar unit of Columbia Pictures Entertainment Inc., releasing "" Rambo III.'",VERB,3
7912,7912,1184,1,""" I thought I was eating him alive, "" recalled a rueful Mr. Bailey of a long- ago debate",VERB,5
12679,12679,2967,1,"The evidence showed he had helped fix two juries, and threatened to choke to death a woman witness against him",VERB,6
8240,8240,2631,1,"That implies production slowdowns, which could result in job losses and weaker consumer spending, which in turn would cause the economy to drag its heels further",VERB,22
7956,7956,1228,1,"The lower court had enjoined the effect of its decision, pending the appeal, but the appeals court dissolved the injunction",VERB,17
21683,21683,1506,1,"That was altogether appropriate, because some minutes before Tyson had knocked Spinks's block off, figuratively speaking",VERB,10
26010,26010,2469,1,"As manufacturers get bigger, they are likely to pour more money into the battle for shelf space, raising the ante for new players",VERB,8
32601,32601,1959,1,"Many insurers, including Cigna Corp., Metropolitan Life Insurance Co., and Prudential Insurance Co. of America, are stepping up pressure on companies to shed the traditional free- choice indemnity plans that reimburse employees for most of their medical costs while giving them total control over selecting a doctor",VERB,16
31491,31491,849,1,Pravda said an Azerbaijan metalworker went on trial for murder for his part in February ethnic riots that killed at least 32 in the Soviet republic,VERB,18
31033,31033,391,1,"As voters trooped to the polls and caucus locations in the Northern Plains, Mr. Robertson accused Vice President Bush's campaign of playing a part in the disclosures about the sex life of television evangelist Jimmy Swaggart",VERB,21
650,650,277,1,""" A sequester doesn't strike me as something that the administration would want to do right before the election, "" he said",VERB,4
9566,9566,2092,1,"By pumping money into coverage of local business, the papers aimed at an affluent and influential audience in their communities",VERB,1
17198,17198,385,1,But the Supreme Court melted down my statue when it decided Hazelwood.',VERB,4
5438,5438,955,1,IBM targeted the EC Commission for special attention,VERB,1
6242,6242,1759,1,""" If I had 10 patients at the hospital, I'd sleep over.'",VERB,10
34586,34586,580,1,"Hollywood studios claim that cable operators have become a monopoly, that they pay too little in royalties, and that they can kick broadcasters off cable systems and freeze out Hollywood producers",VERB,21
14516,14516,1440,1,"To avoid being stuck with an outdated backlog, many are waiting until they run out before reordering",VERB,3
16185,16185,3109,1,""" You think we can knock these things out like hamburgers",VERB,5
5695,5695,1212,1,""" There's a lot of engagements I didn't get, "" Mr. Meredith told the Roanoke Times and World- News, because "" I don't stick to the white- liberal, black- bourgeoisie line- cussin' Reagan, affirmative action and all that.'",VERB,23
20435,20435,3622,1,"Indiana Rep. Andrew Jacobs, a Democrat who's neutral in the presidential- nomination contest, says Mr. Gephardt reminds him of a time in his life when he had to eat a lot of dinners at a drive- in restaurant",VERB,28
7301,7301,2818,1,Sixteen people were killed in the crash,VERB,3
30496,30496,3591,1,The clearance came as a notary approved Ferruzzi's plan to absorb Iniziativa Me. T.A,VERB,10
34250,34250,244,1,They said the amounts were small and the action was interpreted as more an attempt to smooth volatility and slow the dollar's ascent than to stop it,VERB,16
14811,14811,1735,1,"If so, human cells may also make similar proteins -- potentially confusing immune cells that target foreign stress proteins and inducing them to attack a person's own cells",VERB,23
18818,18818,2005,1,Sunworld had recently been operating as a charter airline flying 120 flights a month,VERB,9
8206,8206,1478,1,A Nomura investment would reflect the growing desire by major Japanese financial institutions to grab a bigger piece of the mergers and acquisitions activity taking place between Japan and the U.S,VERB,14
7291,7291,2808,1,Authors are starting to grasp this simple fact,VERB,4
11390,11390,1678,1,"He can be oblivious to how calculated he sometimes appears, yet he can also touch people, as when, at the close of the Louisville rally Saturday, he brought forward Georgia Powers, a black Kentucky state senator",VERB,14
11409,11409,1697,1,"Although the editorial mentioned the deficiencies of the traditional, peer- review method of funding university research, it nevertheless failed to grasp the underlying realities that now have impelled Congress to fund university projects directly",VERB,20
4938,4938,455,1,There's a lot riding on these tires,VERB,3
7040,7040,2557,1,"The specialist system has been attacked frequently since the October market crash, especially by the Chicago- based futures markets",VERB,5
14862,14862,1786,1,"Oh yes, you also get to pay$ 2 for a cup of coffee, around$ 35 for a cheeseburger lunch for two, and up to$ 1, 500 a day for your place to sleep",VERB,32
28694,28694,1416,1,"After years of being out of work and on welfare, many of the unemployed now lack the ability or initiative to fill openings",VERB,21
37070,37070,3437,1,"The new minicomputer is hot, and the company is riding the first flush of demand for some faster new mainframes and software",VERB,9
