,label,expression,dataset,position,id,context,text
1254,1,examine,TroFi_ORIGSPLIT,[90 97],TroFi.o.1069,During that period I had made a number of wilderness trips into war zones in an effort to examine the reliability of the many conflicting human-rights reports and present an overall picture of the Contra war 's human toll .,During that period I had made a number of wilderness trips into war zones in an effort to [PET_BOUNDARY]examine[PET_BOUNDARY]examine
1482,1,flow,TroFi_ORIGSPLIT,[286 290],TroFi.o.1550,"What I can say is that these things are inexplicably beautiful , as is almost always the case in Mr. Wilson 's work ; that Mr. Muller 's text , in the translation of Carl Weber , keeps finding new ways to express the contradictions of the human spirit ; and that `` Quartet '' seems to flow through its two-hour running time like a shifting stream of hot lava -- you do n't know where it 's going next , but you want to be sure and leave it plenty of room .","What I can say is that these things are inexplicably beautiful , as is almost always the case in Mr. Wilson 's work ; that Mr. Muller 's text , in the translation of Carl Weber , keeps finding new ways to express the contradictions of the human spirit ; and that `` Quartet '' seems to [PET_BOUNDARY]flow[PET_BOUNDARY]flow"
944,1,escaped,TroFi_ORIGSPLIT,[217 224],TroFi.o.984,"While public attention in the West remains focused on the recent INF Treaty and nuclear arms control issues , a less dramatic Soviet diplomatic initiative is under way -- a new `` peace offensive '' that thus far has escaped the careful evaluation it merits .","While public attention in the West remains focused on the recent INF Treaty and nuclear arms control issues , a less dramatic Soviet diplomatic initiative is under way -- a new `` peace offensive '' that thus far has [PET_BOUNDARY]escaped[PET_BOUNDARY]escaped"
1763,1,dissolved,TroFi_ORIGSPLIT,[55 64],TroFi.o.622,"Last week after months of litigation , the company was dissolved , and the trademark was sold for $ 8 million to a Stamford , Conn . , investment firm .","Last week after months of litigation , the company was [PET_BOUNDARY]dissolved[PET_BOUNDARY]dissolved"
562,1,rolling,TroFi_ORIGSPLIT,[59 66],TroFi.o.2932,"`` In this environment , it 's pretty easy to get the ball rolling .","`` In this environment , it 's pretty easy to get the ball [PET_BOUNDARY]rolling[PET_BOUNDARY]rolling"
8,1,striking,TroFi_ORIGSPLIT,[153 161],TroFi.o.3314,"Grosz and Ceausescu paper over their differences , the U.S. and Romania patching up their trade dispute , or Bucharest succeeding , as Budapest has , in striking a commercial bargain with the European Community .","Grosz and Ceausescu paper over their differences , the U.S. and Romania patching up their trade dispute , or Bucharest succeeding , as Budapest has , in [PET_BOUNDARY]striking[PET_BOUNDARY]striking"
387,1,stumble,TroFi_ORIGSPLIT,[12 19],TroFi.o.3454,"They do n't stumble over all the mentions of things like thermoplastics , the latest in feather-light composite materials , which replace metal in Stealth airframes .",They do n't [PET_BOUNDARY]stumble[PET_BOUNDARY]stumble
463,1,flow,TroFi_ORIGSPLIT,[29 33],TroFi.o.1538,"For the most part the events flow swiftly , from the decision by the gamblers to bribe the players , to the players ' decision to accept the bribe , to the games , to the newspaper expose , to the trial .",For the most part the events [PET_BOUNDARY]flow[PET_BOUNDARY]flow
1166,1,plowing,TroFi_ORIGSPLIT,[56 63],TroFi.o.2488,"He was tested for drugs after running a stop signal and plowing his freight train into a passenger train , killing 16 people .",He was tested for drugs after running a stop signal and [PET_BOUNDARY]plowing[PET_BOUNDARY]plowing
327,1,cooled,TroFi_ORIGSPLIT,[20 26],TroFi.o.314,Investor enthusiasm cooled considerably in the wake of reports that Lilco 's demand was a bargaining tactic aimed at getting its talks with the state back in high gear .,Investor enthusiasm [PET_BOUNDARY]cooled[PET_BOUNDARY]cooled
1554,1,absorb,TroFi_ORIGSPLIT,[75 81],TroFi.o.4,"And even when that loophole was closed , in 1980 , the Japanese decided to absorb the tariff rather than boost prices .","And even when that loophole was closed , in 1980 , the Japanese decided to [PET_BOUNDARY]absorb[PET_BOUNDARY]absorb"
791,1,eat,TroFi_ORIGSPLIT,[103 106],TroFi.o.875,"`` These guys who are poisoning our youth with drugs and who are making money on it , we 'll make them eat it , '' he said .","`` These guys who are poisoning our youth with drugs and who are making money on it , we 'll make them [PET_BOUNDARY]eat[PET_BOUNDARY]eat"
984,1,cooled,TroFi_ORIGSPLIT,[43 49],TroFi.o.319,"The Oct. 19 stock market crash , however , cooled Home Group 's enthusiasm for the deal .","The Oct. 19 stock market crash , however , [PET_BOUNDARY]cooled[PET_BOUNDARY]cooled"
394,1,rest,TroFi_ORIGSPLIT,[95 99],TroFi.o.2712,"Other democracies believe , as Americans have believed until recently , that free institutions rest on consent , not on coercion , and that coercion can not create belief .","Other democracies believe , as Americans have believed until recently , that free institutions [PET_BOUNDARY]rest[PET_BOUNDARY]rest"
1623,1,targets,TroFi_ORIGSPLIT,[ 3 10],TroFi.o.3606,"It targets a very different crowd from the white-collar clientele of Federal 's `` front-door '' document-delivery business , and the company has had to fine-tune its marketing .",It [PET_BOUNDARY]targets[PET_BOUNDARY]targets
1418,1,stumble,TroFi_ORIGSPLIT,[141 148],TroFi.o.3455,With Iowa and New Hampshire behind them -- and victories for Rep. Richard Gephardt and Gov. Michael Dukakis -- the Democratic candidates now stumble South locked in a struggle that more and more experts and party leaders believe will go the distance .,With Iowa and New Hampshire behind them -- and victories for Rep. Richard Gephardt and Gov. Michael Dukakis -- the Democratic candidates now [PET_BOUNDARY]stumble[PET_BOUNDARY]stumble
1769,1,drag,TroFi_ORIGSPLIT,[141 145],TroFi.o.665,"That implies production slowdowns , which could result in job losses and weaker consumer spending , which in turn would cause the economy to drag its heels further .","That implies production slowdowns , which could result in job losses and weaker consumer spending , which in turn would cause the economy to [PET_BOUNDARY]drag[PET_BOUNDARY]drag"
182,1,withering,TroFi_ORIGSPLIT,[29 38],TroFi.o.3736,The nation 's cattle herd is withering .,The nation 's cattle herd is [PET_BOUNDARY]withering[PET_BOUNDARY]withering
1459,1,attack,TroFi_ORIGSPLIT,[78 84],TroFi.o.125,"By hitching a ride on these proteins , drugs can be very narrowly targeted to attack diseased cells , Mr. McCamant says .","By hitching a ride on these proteins , drugs can be very narrowly targeted to [PET_BOUNDARY]attack[PET_BOUNDARY]attack"
1006,1,step,TroFi_ORIGSPLIT,[132 136],TroFi.o.3056,And no longer will spouses of nursing-home residents be forced into poverty paying for their loved ones ' care before Medicaid will step in .,And no longer will spouses of nursing-home residents be forced into poverty paying for their loved ones ' care before Medicaid will [PET_BOUNDARY]step[PET_BOUNDARY]step
364,1,missed,TroFi_ORIGSPLIT,[140 146],TroFi.o.2264,"In 1986 , the company slipped into the red with a loss of 40 million marks on massive inventory write-downs on out-of-fashion products that missed new leisure trends set by emerging competitors .","In 1986 , the company slipped into the red with a loss of 40 million marks on massive inventory write-downs on out-of-fashion products that [PET_BOUNDARY]missed[PET_BOUNDARY]missed"
1387,1,flourished,TroFi_ORIGSPLIT,[29 39],TroFi.o.1503,"For starters , factoring has flourished because many merchants are so willing to do it for a share of the telemarketer 's proceeds .","For starters , factoring has [PET_BOUNDARY]flourished[PET_BOUNDARY]flourished"
763,1,kicked,TroFi_ORIGSPLIT,[24 30],TroFi.o.1799,"A former major , he was kicked out of the army in 1979 for advocating the overthrow of the government .","A former major , he was [PET_BOUNDARY]kicked[PET_BOUNDARY]kicked"
480,1,kill,TroFi_ORIGSPLIT,[27 31],TroFi.o.1853,But let 's be specific and kill off only those programs that are n't working .,But let 's be specific and [PET_BOUNDARY]kill[PET_BOUNDARY]kill
1514,1,kick,TroFi_ORIGSPLIT,[37 41],TroFi.o.1784,"Mr. Reagan 's speech was designed to kick off a triumphant final year in office , but a new poll suggests that his standing in public opinion has n't recovered from the dive it took after the disclosure of the Iran-Contra affair .",Mr. Reagan 's speech was designed to [PET_BOUNDARY]kick[PET_BOUNDARY]kick
1760,1,pumping,TroFi_ORIGSPLIT,[14 21],TroFi.o.2627,"Credited with pumping new life into tired food brands , he is a lure for any potential acquirer , and is a likely candidate of Philip Morris to lead its lackluster General Foods businesses .",Credited with [PET_BOUNDARY]pumping[PET_BOUNDARY]pumping
1515,1,stepping,TroFi_ORIGSPLIT,[ 6 14],TroFi.o.3165,"He is stepping down this month to write a book , but Bill Bennett is more interesting even at political twilight than most cabinet officers are at high noon .",He is [PET_BOUNDARY]stepping[PET_BOUNDARY]stepping
1313,1,kick,TroFi_ORIGSPLIT,[83 87],TroFi.o.1785,"None of this seems to have damped the spirits of the hall 's backers , who plan to kick off a new fund-raising drive this fall .","None of this seems to have damped the spirits of the hall 's backers , who plan to [PET_BOUNDARY]kick[PET_BOUNDARY]kick"
1398,1,examine,TroFi_ORIGSPLIT,[68 75],TroFi.o.1098,"Thomas V. Chema , chairman of the utilities commission said it will examine the utilities ' request , especially trying to determine why an accounting change permitted by the commission did n't meet the utilities ' concerns about possible default .","Thomas V. Chema , chairman of the utilities commission said it will [PET_BOUNDARY]examine[PET_BOUNDARY]examine"
757,1,destroy,TroFi_ORIGSPLIT,[221 228],TroFi.o.421,"Claiborne says in the complaint that Avon 's failure to meet its obligations for the `` crucial 1988 Fall Christmas seasons , which together account for over 70 % of annual sales , '' would `` irreparably harm and likely destroy the business . ''/''","Claiborne says in the complaint that Avon 's failure to meet its obligations for the `` crucial 1988 Fall Christmas seasons , which together account for over 70 % of annual sales , '' would `` irreparably harm and likely [PET_BOUNDARY]destroy[PET_BOUNDARY]destroy"
652,1,stumbling,TroFi_ORIGSPLIT,[24 33],TroFi.o.3510,"Many American firms are stumbling badly , and most of their problems appear to stem from their mistaken assumption that what works at home will work in Britain .",Many American firms are [PET_BOUNDARY]stumbling[PET_BOUNDARY]stumbling
1412,1,grabbing,TroFi_ORIGSPLIT,[125 133],TroFi.o.1749,"The New York Times is already rehabilitating Michael Dukakis as a `` centrist , '' but if that 's true why are Democrats now grabbing every reporter in town to whisper , `` Sam Nunn for vice president '' ?","The New York Times is already rehabilitating Michael Dukakis as a `` centrist , '' but if that 's true why are Democrats now [PET_BOUNDARY]grabbing[PET_BOUNDARY]grabbing"
1356,1,drag,TroFi_ORIGSPLIT,[181 185],TroFi.o.668,"The U.S. and Pakistan long had sought such a `` front-loading '' of the agreement to ensure that the Soviets do n't reap the political benefits of beginning a withdrawal , and then drag their feet in carrying it out .","The U.S. and Pakistan long had sought such a `` front-loading '' of the agreement to ensure that the Soviets do n't reap the political benefits of beginning a withdrawal , and then [PET_BOUNDARY]drag[PET_BOUNDARY]drag"
257,1,roll,TroFi_ORIGSPLIT,[12 16],TroFi.o.2857,Maybe he 'd roll over in his grave . ''/'',Maybe he 'd [PET_BOUNDARY]roll[PET_BOUNDARY]roll
1421,1,escape,TroFi_ORIGSPLIT,[85 91],TroFi.o.912,"Among other things , the recently planted soybean and corn crop in the Midwest could escape unscathed if rains return shortly .","Among other things , the recently planted soybean and corn crop in the Midwest could [PET_BOUNDARY]escape[PET_BOUNDARY]escape"
1235,1,cool,TroFi_ORIGSPLIT,[36 40],TroFi.o.279,Mr. Feldt insisted that the need to cool the high-flying capital markets -- and placate his party 's union supporters at a sensitive juncture in the election campaign -- outweighed the Riksbank 's arguments .,Mr. Feldt insisted that the need to [PET_BOUNDARY]cool[PET_BOUNDARY]cool
732,1,striking,TroFi_ORIGSPLIT,[194 202],TroFi.o.3312,Based on the evidence from the early contests -- including a surprisingly strong second-place finish in last weekend 's Maine caucuses -- his populist crusade against `` economic violence '' is striking a chord among some Democrats beyond his black base .,Based on the evidence from the early contests -- including a surprisingly strong second-place finish in last weekend 's Maine caucuses -- his populist crusade against `` economic violence '' is [PET_BOUNDARY]striking[PET_BOUNDARY]striking
834,1,dissolving,TroFi_ORIGSPLIT,[16 26],TroFi.o.651,We can also see dissolving a central tenet of those who 've long argued that the large budget and trade deficits of the Reagan years have left the U.S. economy tottering on the edge of ruin .,We can also see [PET_BOUNDARY]dissolving[PET_BOUNDARY]dissolving
1878,1,stuck,TroFi_ORIGSPLIT,[24 29],TroFi.o.3421,"Thankfully , none of it stuck .","Thankfully , none of it [PET_BOUNDARY]stuck[PET_BOUNDARY]stuck"
491,1,knocked,TroFi_ORIGSPLIT,[19 26],TroFi.o.2027,`` But we have n't knocked them off our list . ''/'',`` But we have n't [PET_BOUNDARY]knocked[PET_BOUNDARY]knocked
1642,1,strike,TroFi_ORIGSPLIT,[60 66],TroFi.o.3278,"MORE FIRED MANAGERS strike out on their own , but many just strike out .","MORE FIRED MANAGERS strike out on their own , but many just [PET_BOUNDARY]strike[PET_BOUNDARY]strike"
1424,1,attacking,TroFi_ORIGSPLIT,[81 90],TroFi.o.225,"Outraged at the sentence , the black community mounted an international campaign attacking the country 's legal system .","Outraged at the sentence , the black community mounted an international campaign [PET_BOUNDARY]attacking[PET_BOUNDARY]attacking"
