,Unnamed: 0,text,label
1138,8536,i'm sure there's a teenage boy out there somewhere who's dying for this kind of entertainment .,0
1595,5356,the party scenes deliver some tawdry kicks . the rest of the film . . . is dudsville .,0
1589,9240,"it's a lot to ask people to sit still for two hours and change watching such a character , especially when rendered in as flat and impassive a manner as phoenix's .",0
1464,5342,"while the performances are often engaging , this loose collection of largely improvised numbers would probably have worked better as a one-hour tv documentary .",0
2010,9299,the project's filmmakers forgot to include anything even halfway scary as they poorly rejigger fatal attraction into a high school setting .,0
1247,10243,"a relatively effective little potboiler until its absurd , contrived , overblown , and entirely implausible finale .",0
1612,9326,"a nearly 21/2 hours , the film is way too indulgent .",0
2079,8365,"half of it is composed of snappy patter and pseudo-sophisticated cultural observations , while the remainder . . . would be more at home on a daytime television serial .",0
2039,8957,it tells its story in a flat manner and leaves you with the impression that you should have gotten more out of it than you did .,0
1324,5872,it's the type of stunt the academy loves : a powerful political message stuffed into an otherwise mediocre film .,0
1669,9329,"with a tighter editorial process and firmer direction this material could work , especially since the actresses in the lead roles are all more than competent , but as is , personal velocity seems to be idling in neutral .",0
1739,8510,this kiddie-oriented stinker is so bad that i even caught the gum stuck under my seat trying to sneak out of the theater,0
1991,8655,"halfway through the movie , the humor dwindles . it's replaced by some dramatic scenes that are jarring and deeply out of place in what could have ( and probably should have ) been a lighthearted comedy .",0
1149,7834,"sunshine state lacks the kind of dynamic that limbo offers , and in some ways is a rather indulgent piece .",0
2139,9308,a work that lacks both a purpose and a strong pulse .,0
2012,9203,[seems] even more uselessly redundant and shamelessly money-grubbing than most third-rate horror sequels .,0
1517,6579,"it's better than the phantom menace . but unless you're an absolute raving star wars junkie , it isn't much fun .",0
1155,6661,". . . will always be remembered for the 9-11 terrorist attacks . after seeing the film , i can tell you that there's no other reason why anyone should bother remembering it .",0
1282,7504,plays less like a coming-of-age romance than an infomercial .,0
1641,7309,"perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie .",0
1843,9819,the irwins' scenes are fascinating ; the movie as a whole is cheap junk and an insult to their death-defying efforts .,0
1387,8769,i firmly believe that a good video game movie is going to show up soon . i also believe that resident evil is not it .,0
1840,10371,ultimately this is a frustrating patchwork : an uneasy marriage of louis begley's source novel ( about schmidt ) and an old payne screenplay .,0
2024,8344,"an overblown clunker full of bad jokes , howling cliches and by-the-numbers action sequences .",0
1684,8118,"there's something deeply creepy about never again , a new arrow in schaeffer's quiver of ineptitudes .",0
1169,5964,"it's better than mid-range steven seagal , but not as sharp as jet li on rollerblades .",0
1755,9686,"well-meaning to a fault , antwone fisher manages the dubious feat of turning one man's triumph of will into everyman's romance comedy .",0
1361,5782,"davis has energy , but she doesn't bother to make her heroine's book sound convincing , the gender-war ideas original , or the comic scenes fly .",0
1646,8534,"the movie certainly has its share of clever moments and biting dialogue , but there's just not much lurking below its abstract surface .",0
1583,6909,an unclassifiably awful study in self- and audience-abuse .,0
1299,6616,stiff and schmaltzy and clumsily directed .,0
1261,8088,jolie's performance vanishes somewhere between her hair and her lips .,0
1469,5923,"it's clotted with heavy-handed symbolism , dime-store psychology and endless scenic shots that make 105 minutes seem twice as long .",0
1626,10393,this movie plays like an extended dialogue exercise in retard 101 .,0
1680,7401,"the only thing worse than your substandard , run-of-the-mill hollywood picture is an angst-ridden attempt to be profound .",0
1433,9273,a cockeyed shot all the way .,0
1266,10643,"the metaphors are provocative , but too often , the viewer is left puzzled by the mechanics of the delivery .",0
1780,7449,the piano teacher is the sort of movie that discourages american audiences from ever wanting to see another foreign film .,0
1462,8491,originality is sorely lacking .,0
1656,6851,they should have called it gutterball .,0
1737,6072,"from beginning to end , this overheated melodrama plays like a student film .",0
1862,8895,""" freaky friday , "" it's not .",0
1233,7552,"a strong first quarter , slightly less so second quarter , and average second half .",0
1951,10431,"like a bad improvisation exercise , the superficially written characters ramble on tediously about their lives , loves and the art they're struggling to create .",0
1105,6465,a crisply made movie that is no more than mildly amusing .,0
1812,8176,"this is a great subject for a movie , but hollywood has squandered the opportunity , using it as a prop for warmed-over melodrama and the kind of choreographed mayhem that director john woo has built his career on .",0
1615,8506,"equilibrium the movie , as opposed to the manifesto , is really , really stupid .",0
1131,5623,"a poorly scripted , preachy fable that forgets about unfolding a coherent , believable story in its zeal to spread propaganda .",0
2138,6092,i suspect that there are more interesting ways of dealing with the subject .,0
